Speaker,Title,Link,Date,Year,Month,Gender
Robert E. Wells,Our Message to the World,https://www.lds.org/general-conference/1995/10?lang=eng,10/1/95,1995,10,M
Russell M. Nelson,Perfection Pending,https://www.lds.org/general-conference/1995/10?lang=eng,10/1/95,1995,10,M
Ted E. Brewerton,The Book of Mormon:A Sacred Ancient Record,https://www.lds.org/general-conference/1995/10?lang=eng,10/1/95,1995,10,M
Thomas S. Monson,The Sustaining of Church Officers,https://www.lds.org/general-conference/1995/10?lang=eng,10/1/95,1995,10,M
Thomas S. Monson,"Who Honors God, God Honors",https://www.lds.org/general-conference/1995/10?lang=eng,10/1/95,1995,10,M
Thomas S. Monson,Patience—A Heavenly Virtue,https://www.lds.org/general-conference/1995/10?lang=eng,10/1/95,1995,10,M
W. Craig Zwick,Encircled in the Savior’s Love,https://www.lds.org/general-conference/1995/10?lang=eng,10/1/95,1995,10,M
Elaine L. Jack,“Walk with Me”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,F
Janette Hales Beckham,Growing Up Spiritually,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,F
Patricia P. Pinegar,Increase in Faith,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,F
Ruth B. Wright,Teaching Children to Walk Uprightly before the Lord,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,F
Virginia H. Pearce,Faith Is the Answer,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,F
Albert Choules Jr.,A Child’s Love Matured,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Boyd K. Packer,The Father and the Family,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Carlos E. Asay,"“If a Man Die, Shall He Live Again?”",https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Charles A. Didier,Remember Your Covenants,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Dallin H. Oaks,Tithing,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Dallin H. Oaks,“Faith in the Lord Jesus Christ”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
David B. Haight,Jesus of Nazareth,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
F. Melvin Hammond,Trying to Be Like Jesus,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
F. Michael Watson,Statistical Report 1993,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Gerald E. Melchin,Decisions,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Gordon B. Hinckley,God Is at the Helm,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Gordon B. Hinckley,The Greatest Miracle in Human History,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
H. David Burton,Courage to Hearken,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Hans B. Ringger,“What Shall We Do?”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Howard W. Hunter,“What Manner of Men Ought Ye to Be?”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
James E. Faust,Five Loaves and Two Fishes,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Joseph B. Wirthlin,Live in Obedience,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Kenneth Johnson,We All Have a Father in Whom We Can Trust,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
L. Tom Perry,“Therefore I Was Taught”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Lloyd P. George,Gratitude,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
M. Russell Ballard,Counseling with Our Councils,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Malcolm S. Jeppsen,A Divine Prescription for Spiritual Healing,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Marlin K. Jensen,The Power of a Good Life,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Merlin R. Lybbert,The Special Status of Children,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Merrill J. Bateman,Stretching the Cords of the Tent,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Neal A. Maxwell,“Take Especial Care of Your Family”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Richard G. Scott,To Be Healed,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Richard P. Lindsay,“Feed My Sheep”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Robert D. Hales,The Unique Message of Jesus Christ,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Russell M. Nelson,“Teach Us Tolerance and Love”,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Ted E. Davis,The Church Audit Committee Report,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Thomas S. Monson,The Sustaining of Church Officers,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Thomas S. Monson,The Priesthood—A Sacred Trust,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Thomas S. Monson,The Path to Peace,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Thomas S. Monson,What He Would Have Us Do,https://www.lds.org/general-conference/1994/04?lang=eng,4/1/94,1994,4,M
Aileen H. Clyde,Charity and Learning,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,F
Chieko N. Okazaki,Rowing Your Boat,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,F
Elaine L. Jack,"“Seek, and Ye Shall Find”",https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,F
Michaelene P. Grassli,Helping Children Know Truth from Error,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,F
Patricia P. Pinegar,Teach the Children,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,F
Boyd K. Packer,"Personal Revelation:The Gift, the Test, and the Promise",https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Claudio R. M. Costa,Priceless Principles for Success,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Dallin H. Oaks,Worship through Music,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
David B. Haight,Solemn Assemblies,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Dieter F. Uchtdorf,The Only True and Valid Basis,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Gordon B. Hinckley,The Solemn AssemblySustaining of Church Officers,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Gordon B. Hinckley,Don’t Drop the Ball,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Gordon B. Hinckley,Save the Children,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Hartman Rector Jr.,Endure to the End in Charity,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Horacio A. Tenorio,Let Us Build Fortresses,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Howard W. Hunter,“Exceeding Great and Precious Promises”,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Howard W. Hunter,Being a Righteous Husband and Father,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Howard W. Hunter,Follow the Son of God,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Howard W. Hunter,Stand Firm in the Faith,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
James E. Faust,The Keys That Never Rust,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
James O. Mason,The Kingdom Progresses in Africa,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Jeffrey R. Holland,Miracles of the Restoration,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Joseph B. Wirthlin,Deep Roots,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
L. Aldin Porter,The Revelations of Heaven,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
L. Tom Perry,Heed the Prophet’s Voice,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Lance B. Wickman,“Stand Ye in Holy Places”,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
M. Russell Ballard,Restored Truth,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Neal A. Maxwell,“Brightness of Hope”,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Rex D. Pinegar,The Simple Things,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Richard C. Edgley,That Thy Confidence Wax Strong,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Richard G. Scott,Making the Right Choices,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Robert D. Hales,The Importance of Receiving a Personal Testimony,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Russell M. Nelson,The Spirit of Elijah,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Thomas S. Monson,My Brother’s Keeper,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Thomas S. Monson,The Fatherless and the Widows—Beloved of God,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
W. Don Ladd,“Make Thee an Ark”,https://www.lds.org/general-conference/1994/10?lang=eng,10/1/94,1994,10,M
Jeanne Inouye,“Be of Good Cheer”,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,F
Chieko N. Okazaki,Cat’s Cradle of Kindness,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,F
Boyd K. Packer,"The Temple, the Priesthood",https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
D. Todd Christofferson,I Know in Whom I Have Trusted,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Dallin H. Oaks,The Language of Prayer,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
David B. Haight,Personal Temple Worship,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
David E. Sorensen,Prayer,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
F. David Stanley,The Principle of Work,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
F. Michael Watson,Statistical Report 1992,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Gene R. Cook,Receiving Divine Assistance through the Grace of the Lord,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Gordon B. Hinckley,Some Lessons I Learned as a Boy,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Gordon B. Hinckley,This Peaceful House of God,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Gordon B. Hinckley,“A Prophet’s Testimony”,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
H. David Burton,Heroes,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Howard W. Hunter,"“Jesus, the Very Thought of Thee”",https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
J. Richard Clarke,The Lord of Life,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
James E. Faust,"Father, Come Home",https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
John K. Carmack,Faith Yields Priesthood Power,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
John M. Madsen,"Jesus Christ, the Son of the Living God",https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Joseph B. Wirthlin,Spiritually Strong Homes and Families,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
L. Lionel Kendrick,Search the Scriptures,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
L. Tom Perry,Back to Gospel Basics,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Lowell D. Wood,Come unto Christ,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
M. Russell Ballard,Keeping Covenants,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Neal A. Maxwell,"“Behold, the Enemy Is Combined” (D&C 38:12)",https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Neil L. Andersen,"“Whom the Lord Calls, the Lord Qualifies”",https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Rex D. Pinegar,Peace through Prayer,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Richard C. Edgley,Keep the Faith,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Richard G. Scott,The Power of Correct Principles,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Russell M. Nelson,Honoring the Priesthood,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Tai Kwok Yuen,“He Maketh Me to Lie Down in Green Pastures”,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Ted E. Davis,The Church Audit Committee Report,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Thomas S. Monson,The Temple of the Lord,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Thomas S. Monson,The Sustaining of Church Officers,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Thomas S. Monson,Search and Rescue,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Thomas S. Monson,Gifts,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
V. Dallas Merrell,Power of the Church Rooted in Christ,https://www.lds.org/general-conference/1993/04?lang=eng,4/1/93,1993,4,M
Aileen H. Clyde,"Relief Society:Charity, the Guiding Principle",https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,F
Chieko N. Okazaki,Strength in the Savior,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,F
Elaine L. Jack,“Ponder the Path of Thy Feet”,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,F
Virginia H. Pearce,Ward and Branch Families:Part of Heavenly Father’s Plan for Us,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,F
Adney Y. Komatsu,Gratitude,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Ben B. Banks,Take Time for Your Children,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Boyd K. Packer,For Time and All Eternity,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Carlos H. Amado,An Eternal Vision,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Dallin H. Oaks,“The Great Plan of Happiness”,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
David B. Haight,Missionary Work—Our Responsibility,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
F. Enzio Busche,Truth Is the Issue,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Gordon B. Hinckley,The Sustaining of Church Officers,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Gordon B. Hinckley,My Testimony,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Gordon B. Hinckley,Bring Up a Child in the Way He Should Go,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
H. Burke Peterson,"“Touch Not the Evil Gift, nor the Unclean Thing”",https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Hugh W. Pinnock,Your Personal Checklist for a Successful Eternal Flight,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Jacob de Jager,Service and Happiness,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
James E. Faust,Keeping Covenants and Honoring the Priesthood,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Jeffrey R. Holland,“Look to God and Live”,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Joe J. Christensen,Rearing Children in a Polluted Environment,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
John H. Groberg,The Lord’s Wind,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Joseph B. Wirthlin,Our Lord and Savior,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
L. Tom Perry,“Choose the Right”,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
M. Russell Ballard,Strength in Counsel,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
M. Russell Ballard,Equality through Diversity,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Monte J. Brough,The Modern Mighty of Israel,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Neal A. Maxwell,“From the Beginning”,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Richard G. Scott,Acquiring Spiritual Knowledge,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Robert D. Hales,How Will Our Children Remember Us?,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Ronald E. Poelman,Divine Forgiveness,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Russell M. Nelson,Constancy amid Change,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Spencer J. Condie,A Mighty Change of Heart,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Thomas S. Monson,The Upward Reach,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Thomas S. Monson,Meeting Life’s Challenges,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
W. Eugene Hansen,The Search for Happiness,https://www.lds.org/general-conference/1993/10?lang=eng,10/1/93,1993,10,M
Aileen H. Clyde,The Mission of Relief Society,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,F
Ardeth G. Kapp,A Mighty Force for Righteousness,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,F
Chieko N. Okazaki,Spit and Mud and Kigatsuku,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,F
Elaine L. Jack,“Charity Never Faileth”,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,F
Elaine L. Jack,Look Up and Press On,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,F
Janette Hales Beckham,You Are Not Alone,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,F
Adney Y. Komatsu,Please Hear the Call!,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Alexander B. Morrison,Nourish the Flock of Christ,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Angel Abrea,Patience in Affliction,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Boyd K. Packer,Our Moral Environment,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Carlos E. Asay,Be Men!,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Dallin H. Oaks,The Relief Society and the Church,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
David B. Haight,Come to the House of the Lord,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
F. Michael Watson,Statistical Report 1991,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Gordon B. Hinckley,“Believe His Prophets”,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Gordon B. Hinckley,“A Chosen Generation”,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Gordon B. Hinckley,Our Great Mission,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Han In Sang,Take Up His Cross,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Howard W. Hunter,A More Excellent Way,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
James E. Faust,Spiritual Healing,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Joseph B. Wirthlin,Seeking the Good,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
L. Aldin Porter,“A Disciple of Jesus Christ”,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
L. Tom Perry,“But the Labourers Are Few”,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
M. Russell Ballard,The Blessings of Sacrifice,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Marion D. Hanks,The Royal Law,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Marvin J. Ashton,The Tongue Can Be a Sharp Sword,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Neal A. Maxwell,“My Servant Joseph”,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Richard G. Scott,Healing the Tragic Scars of Abuse,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Robert D. Hales,Gratitude for the Goodness of God,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Russell M. Nelson,Doors of Death,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Sam K. Shimabukuro,What Doest Ye for Christ?,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Stephen D. Nadauld,Faith and Good Works,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Ted E. Davis,The Church Audit Committee Report,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Thomas S. Monson,"Memories of Yesterday, Counsel for Today",https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Thomas S. Monson,The Sustaining of Church Officers,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Thomas S. Monson,"To Learn, To Do, To Be",https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Thomas S. Monson,An Attitude of Gratitude,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Thomas S. Monson,The Spirit of Relief Society,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Vaughn J. Featherstone,A Prisoner of Love,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
William R. Bradford,Unclutter Your Life,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Yoshihiko Kikuchi,“The Pure Love of God”,https://www.lds.org/general-conference/1992/04?lang=eng,4/1/92,1992,4,M
Aileen H. Clyde,Confidence through Conversion,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,F
Betty Jo N. Jepsen,“By Way of Invitation” (Alma 5:62),https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,F
Michaelene P. Grassli,“Behold Your Little Ones”,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,F
Virginia H. Pearce,Fear,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,F
Augusto A. Lim,Missionary Work in the Philippines,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Boyd K. Packer,“To Be Learned Is Good If …”,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
C. Max Caldwell,Love of Christ,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Dallas N. Archibald,“Born of Goodly Parents”,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Dallin H. Oaks,Bible Stories and Personal Protection,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
David B. Haight,Successful Living of Gospel Principles,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Dean L. Larsen,The Lord Will Prosper the Righteous,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Gary J. Coleman,Jesus Christ Is at the Center of the Restoration of the Gospel,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Glenn L. Pace,Spiritual Revival,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Gordon B. Hinckley,Sin Will Not Prevail,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Gordon B. Hinckley,The Sustaining of Church Officers,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Gordon B. Hinckley,Building Your Tabernacle,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Gordon B. Hinckley,The Church Is on Course,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Howard W. Hunter,The Beacon in the Harbor of Peace,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Howard W. Hunter,To the Women of the Church,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
James E. Faust,A Priceless Heritage,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
James M. Paramore,“By the Power of His Word Did They Cause Prisons to Tumble”,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Jay E. Jensen,“Remember Also the Promises”,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
John B. Dickson,Nobody Said That It Would Be Easy,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
John E. Fowler,Becoming Wise unto Salvation,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Joseph B. Wirthlin,Spiritual Bonfires of Testimony,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
L. Tom Perry,"“Behold, the Lord Hath Shown unto Me Great and Marvelous Things”",https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Lino Alvarez,“Honour Thy Father and Thy Mother”,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
M. Russell Ballard,The Joy of Hope Fulfilled,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Marion D. Hanks,"A Loving, Communicating God",https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Marvin J. Ashton,A Yearning for Home,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Merrill J. Bateman,Coming unto Christ by Searching the Scriptures,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Neal A. Maxwell,“Settle This in Your Hearts”,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Richard G. Scott,Healing Your Damaged Life,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
Robert L. Backman,The Golden Years,https://www.lds.org/general-conference/1992/10?lang=eng,10/1/92,1992,10,M
